location,year,hate_crime_incident_count,BEA_percapita_personal_income,BEA_personal_income_mills,1_revenue,2_general_revenue,3_intergovernmental_revenue,4_from_federal_government,5_from_state_government,6_from_local_governments,7_general_revenue_from_own_sources,8_taxes,9_property,10_sales_and_gross_receipts,11_general_sales,12_selective_sales,13_motor_fuel,14_alcoholic_beverage,15_tobacco_products,16_public_utilities,17_other_selective_sales,18_individual_income,19_corporate_income,20_motor_vehicle_license,21_other_taxes,22_charges_and_miscellaneous_general_revenue,23_current_charges,24_education,25_institutions__of_higher_education,26_school_lunch_sales_gross,27_hospitals,28_highways,29_air_transportation_airports,30_parking_facilities,31_sea_and_inland_port_facilities,32_natural_resources,33_parks_and_recreation,34_housing_and_community_development,35_sewerage,36_solid_waste_management,37_other_charges,38_miscellaneous_general_revenue,39_interest_earnings,40_special_assessments,41_sale_of_property,42_other_general_revenue,43_utility_revenue,44_water_supply,45_electric_power,46_gas_supply,47_transit,48_liquor_store_revenue,49_insurance_trust_revenue,50_unemployment_compensation,51_employee_retirement,52_workers_compensation,53_other_insurance_trust_revenue,54_expenditure,55_intergovernmental_expenditure,56_direct_expenditure,57_current_operations,58_capital_outlay,59_construction,60_other_capital_outlay,61_assistance_and_subsidies,62_interest_on_debt,63_insurance_benefits_and_repayments,64_exhibit_salaries_and_wages,65_direct_expenditure_by_function,66_direct_general_expenditure,67_capital_outlay,68_other_direct_general_expenditure,69_education,70_capital_outlay,71_higher_education,72_capital_outlay,73_elementary__secondary,74_capital_outlay,75_other_education,76_libraries,77_public_welfare,78_cash_assistance_payments,79_vendor_payments,80_other_public_welfare,81_hospitals,82_capital_outlay,83_health,84_employment_security_administration,85_veterans_services,86_highways,87_capital_outlay,88_air_transportation_airports,89_parking_facilities,90_sea_and_inland_port_facilities,92_police_protection,93_fire_protection,94_correction,95_capital_outlay,96_protective_inspection_and_regulation,97_natural_resources,98_capital_outlay,99_parks_and_recreation,100_capital_outlay,101_housing_and_community_development,102_sewerage,103_capital_outlay,104_solid_waste_management,105_capital_outlay,106_financial_administration,107_judicial_and_legal,108_general_public_buildings,109_other_governmental_administration,110_interest_on_general_debt,111_miscellaneous_commercial_activities,112_other_and_unallocable,113_utility_expenditure,114_capital_outlay,115_water_supply,116_electric_power,117_gas_supply,118_transit,119_liquor_store_expenditure,120_insurance_trust_expenditure,121_unemployment_compensation,122_employee_retirement,123_workers_compensation,124_other_insurance_trust,125_debt_outstanding,126_shortterm,127_longterm,130_public_debt_for_private_purposes,134_longterm_debt_issued,135_longterm_debt_retired,136_cash_and_security_holdings,137_insurance_trust_funds,138_unemployment_compensation,139_employee_retirement,140_workers_compensation,141_miscellaneous,142_other_than_insurance_trust_funds,143_offsets_to_debt,144_bond_funds,145_other
Kansas,2019,75,52820,154961,33528157,29655778,4654187,4654187,0,0,25001591,15638809,4838214,5915060,4448457,1466603,460037,146811,125661,236384,497710,3779979,486421,260777,358359,9362781,6977570,1677611,1518419,84613,3621131,144193,49632,6251,0,45808,95825,48174,528238,172201,588505,2385212,496838,128775,41060,1718538,1605742,713344,840825,46109,5464,0,2266637,304482,1962155,0,0,31819175,835,31818340,25371192,3314122,2634464,679658,219794,803666,2109566,10000396,31818340,28167417,3066163,25101254,10337062,1222425,3350272,228741,6673081,992638,313709,143811,4767300,57685,4061518,648097,3839209,294452,699620,31504,11777,1706784,847968,107949,5240,0,935725,373066,546511,18805,92278,290856,27261,404175,89122,269489,432087,121738,167664,9995,469938,349426,157506,337512,693958,30182,966787,1541357,247959,693888,768721,36033,42715,0,2109566,134423,1950102,25041,0,26532661,192485,26340176,5528524,6286983,3146893,45786006,24016269,1903226,22111577,1466,0,21769737,9680285,2151548,9937904
Kentucky,2013,172,36058,159224.8,38275238,31013584,8371814,8371814,0,0,22641770,15483100,3219550,5740033,3021794,2718239,838344,121753,260358,381504,1116280,4886435,770474,202169,664439,7158670,5088337,1496558,1381044,92416,1796896,61023,191801,21306,8030,53299,115123,31317,563012,134131,615841,2070333,738079,13911,17073,1301270,1612213,687307,570232,331997,22677,0,5649441,1034429,4385647,229365,0,39039156,0,39039156,27739841,4017106,3134710,882396,1021922,1793899,4466388,10036496,39039156,32462014,3581614,28880400,11545221,1007045,3782691,256833,6871343,749765,891187,134922,7027857,241476,5999035,787346,1812974,58090,806103,141857,50413,2520450,1677352,212518,75038,8528,787936,388958,807777,8209,88485,423818,21786,301478,52095,440274,523420,212126,199996,8004,445354,589632,81366,480169,1634145,42114,891211,2105952,435489,1063550,561248,328286,152868,4802,4466388,872292,3416731,177365,0,41216950,276903,40940047,14962217,2854559,3114161,54184760,27432360,-620756,26978165,1074951,0,26752400,15600108,824088,10328204
Kentucky,2014,165,37645,166717.1,41076607,33426862,10080620,10080620,0,0,23346242,15923584,3253726,6011559,3131157,2880402,886161,128534,248979,392529,1224199,4987849,818403,202382,649665,7422658,5226554,1553638,1442066,83706,1879119,66174,191204,27572,10715,54663,123887,36617,584558,123510,574897,2196104,663380,20125,44693,1467906,1804418,700615,680395,399178,24230,0,5845327,399443,5203859,242025,0,40642182,0,40642182,29256119,3891928,3105279,786649,1048282,1809724,4636129,10541405,40642182,33993105,3634577,30358528,11386894,895066,3718988,273910,6727683,620745,940223,161854,8305164,230171,7263985,811008,2011220,90462,726717,129907,52132,2730859,1808594,181371,24192,17105,801947,369726,837452,8526,96285,416910,23686,313499,37112,445181,516781,215345,209418,18579,442007,611487,91046,497073,1639341,54532,923005,2007970,257346,805770,652996,374301,174903,4978,4636129,940856,3517496,177777,0,40701917,283371,40418546,15233229,3630361,3519456,57629846,29839224,-279730,28977503,1141451,0,27790622,16024120,880198,10886304
Kentucky,2015,188,39232,174331.2,39951541,34992269,10895293,10895293,0,0,24096976,16626006,3362206,6130789,3267331,2863458,850276,131951,242232,395511,1243488,5367153,910651,216033,639174,7470970,5619894,1628753,1512636,73500,2156440,63317,191514,29466,14046,54239,124000,41107,596281,125034,595697,1851076,580192,10502,49669,1210713,1813710,723584,676625,388944,24557,0,3145562,543275,2340734,261553,0,43919437,0,43919437,32553188,4279964,3505635,774329,1037327,1777397,4271561,10556743,43919437,37539236,3932665,33606571,11811275,1016541,3990409,414320,6853898,600859,966968,150629,10887508,209350,9799109,879049,2129038,114836,853977,128711,58253,2917368,1973946,215255,28847,28882,771509,340262,861661,10448,93810,432687,30059,335393,33631,419853,555910,214915,214891,16731,491958,608193,92728,455094,1620965,62439,972140,2103436,347229,890009,666570,357271,189586,5204,4271561,348801,3722108,200652,0,38891074,58664,38832410,14280190,3262382,3995237,59314844,31773917,-38155,30610312,1201760,0,27540927,15340122,1138764,11062041
Kentucky,2016,214,39750,177190.6,40310025,36762160,12101161,12101161,0,0,24660999,16974935,3458091,6285560,3462704,2822856,750034,139248,245581,378391,1309602,5645256,784278,218261,583489,7686064,5910764,1675951,1567680,64074,2348155,56754,202424,31145,18576,58809,121952,44358,640943,126154,585543,1775300,535460,10686,59671,1169483,1808277,804003,664600,314666,25008,0,1739588,541734,941535,256319,0,45493880,0,45493880,33803575,4600989,3687754,913235,1083914,1536900,4468502,10801248,45493880,38916739,4188259,34728480,12550355,1262166,4375744,524047,7125687,736079,1048924,148250,11209220,180983,10096967,931270,2429443,147609,836592,133876,59639,2766636,1797007,230229,23049,34387,761990,372695,903547,17342,100354,431316,26071,349776,38359,452178,670197,317621,226005,17023,489452,629502,96894,482802,1401365,65771,1061219,2102929,412577,982360,634094,290035,196440,5710,4468502,343923,3895017,229562,0,39063952,92775,38971177,14598062,4531193,4522375,58279234,30005610,366268,28410174,1229168,0,28273624,15348761,1035937,11888926
Kentucky,2018,234,41977,188362,45670748,38450938,12449464,12449464,0,0,26001474,17736703,3775424,6482223,3600598,2881625,702651,145648,228749,401925,1402652,6008736,696527,214946,558847,8264771,6441244,1739732,1641459,51137,2634385,82576,215738,29375,21064,58294,127133,35772,709239,140044,647893,1823527,460842,10968,56897,1294820,1910993,823798,735080,327703,24412,0,5308816,438014,4606835,263967,0,46312325,0,46312325,34795142,4157412,3297998,859414,1150992,1478240,4730539,11245675,46312325,39454872,3851123,35603750,12922574,1384071,4365418,622901,7447088,759773,1110068,180643,11840331,176441,10818464,845426,2606320,144818,840049,114423,53330,2202239,1327017,174158,66536,23280,797396,392953,896673,19353,124566,445122,27664,410640,56811,429138,742419,333406,238167,15936,494728,552789,109897,490261,1339051,57054,910135,2122253,306028,907448,710131,306444,198230,4661,4730539,293450,4246206,190883,0,49492991,70689,49422302,15365743,3185921,3552312,65607042,35780350,1086912,33482589,1210849,0,29826693,16506357,1462047,11858289
Kentucky,2019,145,43629,196250.5,46017228,40238628,12780283,12780283,0,0,27458345,18776974,3899330,7086801,3984753,3102048,720218,147700,369501,398265,1466364,6185322,768027,227211,610283,8681371,6758612,1734898,1638232,48638,2830652,84560,242228,31425,25402,64586,129861,41363,736938,136531,700168,1922759,470721,13461,61220,1377357,1772524,805173,600553,343668,23130,0,4006076,388917,3318129,299030,0,46705173,0,46705173,34973476,4424313,3160034,1264278,1190641,1295188,4821556,11515581,46705173,39829890,4070536,35759354,12775908,1199693,3959816,344158,7664465,854476,1151627,168592,11820221,171832,10704128,944261,2702237,97602,837569,111066,55901,2247600,1351326,240523,31749,25382,820873,394642,907183,8701,133365,501137,48807,377052,45786,449843,1137271,716341,234302,21272,517212,575718,98844,528651,1159902,61516,915631,2048968,353528,946118,569468,311477,221905,4759,4821556,287650,4413982,119924,0,53097228,476951,52620276,15566750,3631302,2266906,67133663,36982648,1291830,34473807,1217011,0,30151015,16392976,1234732,12523306
Louisiana,2013,24,41376,191497.3,48596820,39786554,11395907,11395907,0,0,28390647,17387817,3787419,9217718,6733746,2483972,583025,60005,161554,204930,1474458,2739983,252430,109230,1281037,11002830,6782848,1325080,1241173,44845,3439077,54401,155505,7957,158120,102677,200321,68455,400148,204335,666772,4219982,987593,12608,14986,3204795,1097903,448414,506473,114370,28646,0,7712363,518622,6888616,110083,195042,46504603,0,46504603,34370705,5493476,4729742,763734,585511,1616860,4438051,11185570,46504603,40692965,5172133,35520832,11403453,797844,3039239,243338,7543512,546785,820702,225183,7312222,79151,6418869,814202,4425264,281224,628500,140863,5449,2499071,1552160,300262,2726,326088,1492469,668759,1284210,152573,148950,1104970,313247,780010,225482,1128523,849902,514060,355223,12738,803201,747624,206564,407999,1550751,65097,1829632,1373587,321343,575171,462653,88488,247275,0,4438051,332721,3881611,64494,159225,40200358,40135,40160223,14724084,4658464,4234766,85585260,41757315,1671954,39774785,42356,268220,43827945,20001606,3194904,20631435
Louisiana,2014,9,43085,200293.9,49937088,38943675,10868403,10868403,0,0,28075272,18108245,3909820,9467071,6954479,2512592,588860,60209,130045,179425,1554053,2753680,481212,78917,1417545,9967027,6672982,1429682,1339199,42653,3274520,47834,154741,8194,169785,59253,204934,67315,398885,199165,658674,3294045,857496,23461,15499,2397589,1148988,460271,529503,128071,31143,0,9844425,230785,9310141,115670,187829,46263567,0,46263567,34297400,5061292,4266192,795100,622740,1616913,4665222,11446818,46263567,40223922,4777260,35446662,11632230,842394,3071406,264079,7706057,571071,854767,200390,8112350,63562,7259520,789268,4175087,277623,597678,140238,5884,2163205,1278893,235276,2965,322944,1420895,645982,1165965,126154,130171,1071266,325782,778077,249022,898277,834839,488000,310468,8974,842834,695224,205349,439975,1553178,68715,1574460,1374423,284032,555330,495389,95721,227983,0,4665222,334333,4114918,159800,56171,40622891,59910,40562981,14390602,2627310,2603236,91143819,48705367,2761818,45611305,51289,280955,42438452,17808629,5791808,18838015
Louisiana,2015,40,43113,201363.5,43990865,38534517,10515791,10515791,0,0,28018726,18406200,4042910,9807005,7105500,2701505,606410,61026,138400,191530,1704139,2983104,253650,79199,1240332,9612526,5619515,1515957,1450718,39194,2086851,49088,158036,7945,184008,27750,212042,68517,437159,209460,662702,3993011,793444,22966,17222,3159379,1215448,479737,563106,141300,31305,0,4240900,256040,3691666,113696,179498,45903350,0,45903350,33817877,5155879,4170198,985681,671297,1600601,4657696,11427548,45903350,39693568,4765051,34928517,11811814,812498,3075283,209194,7904951,597824,831580,199210,8477729,64418,7625504,787807,2910416,257123,644595,134971,5343,2284287,1370627,222873,2797,316185,1528301,684307,1087963,67179,124733,1071316,469225,759488,195916,785203,721660,361512,344709,14844,792505,697553,199464,426538,1529311,62614,1867683,1552086,390828,583461,627333,107115,234177,0,4657696,183662,4259040,97269,117725,39498046,21669,39476377,14120805,4077088,4338648,88108238,47933511,1907040,45716701,46343,263427,40174727,17178491,3517480,19478756
Louisiana,2016,26,42725,200190.6,42674534,38723324,11012714,11012714,0,0,27710610,18223927,4156892,9968570,7468561,2500009,622234,66512,121200,183047,1507016,2866456,171579,136771,923659,9486683,5867142,1598467,1536302,34980,2153088,55213,160005,9419,189913,14003,214540,64786,462762,218806,726140,3619541,688706,11608,16715,2902512,1233854,499220,585382,117640,31612,0,2717356,241953,2251209,65578,158616,46766439,0,46766439,34433514,5377389,4255028,1122361,700089,1605713,4649734,11592990,46766439,40616437,5054643,35561794,12306565,1099823,3524192,516639,7929634,577726,852739,198279,8963138,34791,8187252,741095,2795362,182512,673081,126003,6046,2393945,1481905,266136,2680,340560,1599088,727365,1137143,65326,126156,1036342,525357,727640,160673,717885,781781,408434,357982,21381,736533,694434,127245,523853,1537890,63554,1649751,1500268,322746,611444,556193,93409,239222,0,4649734,214794,4346890,58768,29282,37562375,48249,37514126,12620995,4601787,5516378,84700514,46047633,1873352,43878443,35632,260206,38652881,15775519,3854115,19023247
Louisiana,2018,45,46062,215111.6,52208969,43692078,14047868,14047868,0,0,29644211,20369036,4166318,11572095,8628031,2944064,631641,78362,163782,174826,1895454,3246226,358290,82838,943269,9275175,6154050,1680832,1634955,22362,2329684,57183,174937,12922,211561,14300,242230,51065,506868,228398,644072,3121124,627591,15682,12782,2465069,1242732,524708,585773,100380,31871,0,7274159,235035,6811954,71952,155218,49854841,0,49854841,38312565,4532157,3679476,852681,709849,1368694,4931577,12349361,49854841,43572097,4374134,39197963,12201713,836333,3337940,256715,7986798,572461,876975,199274,12241619,32895,11379837,828887,2903497,111728,783853,111263,7217,2218733,1249247,491873,3921,456832,1560908,721626,916838,26484,118570,1078595,473520,731561,123986,581648,652958,226083,342615,10231,765756,664616,120879,461927,1311825,65413,1856565,1351167,158023,544073,491142,85111,230840,0,4931577,152994,4691104,58197,29282,36119146,28717,36090429,13020099,1955773,3108798,94761391,55492697,1971848,53276403,32857,211589,39268694,15369237,2725306,21174151
Louisiana,2019,26,47606,222059.7,50284733,45271357,14616011,14616011,0,0,30655346,20937553,4300599,11169787,8192754,2977033,665311,78360,161030,163796,1908536,3833235,495473,82931,1055527,9717794,6358287,1750678,1697711,21628,2403034,59211,172030,12785,241143,13917,225993,42361,534182,232016,670936,3359507,704676,32812,12289,2609729,1280272,531503,606714,108531,33524,0,3733104,235793,3268327,73766,155218,50911077,0,50911077,39299767,4376796,3713108,663688,743015,1288756,5202744,12400047,50911077,44376155,4273432,40102723,12722232,1000988,3736931,466847,8056826,525204,928475,193700,12647298,27185,11793321,826792,3008539,101114,811735,120655,7800,2228622,1268439,522795,3386,393713,1599961,709982,898390,25834,110868,982252,382616,793214,163846,568619,637897,202381,351602,7146,713022,686241,126778,472663,1231476,57162,1775551,1332178,103364,528731,504853,81845,216749,0,5202744,127601,4987202,58659,29282,34411300,65678,34345622,12546010,1561201,4047536,94379783,56048490,2138758,53665552,32591,211589,38331294,14172025,2529188,21630081
Maine,2013,25,40329,53742,13302514,11417080,2967315,2967315,0,0,8449765,6309195,2439637,1786355,1071899,714456,237675,17518,137952,36068,285243,1531504,171987,107935,271777,2140570,1509081,383635,332948,30725,177596,121064,33809,9917,3509,17604,30434,37180,161346,46468,486519,631489,213055,5182,9131,404121,135332,109242,13265,0,12825,33,1750069,362954,1372756,14359,0,12197913,0,12197913,9764680,882664,735131,147533,157047,343657,1049865,3223424,12197913,10962075,833519,10128556,3202516,130174,791682,56748,2237808,73251,173026,44316,3047090,68125,2059945,919020,223728,1023,268783,64126,130,918944,373146,51067,5395,6807,256765,143073,189900,795,44902,126999,6864,147177,77294,306399,181849,57361,110673,4661,272241,90654,81275,142765,332943,6690,694868,185973,49145,132846,13683,0,39444,0,1049865,254734,795131,0,0,8417617,12075,8405542,2729912,934651,1183988,20192274,12001290,558576,11432765,9949,0,8190984,4193660,296389,3700935
Maine,2014,28,41797,55863.6,14095921,11693427,3120787,3120787,0,0,8572640,6398023,2558508,1917975,1191696,726279,240901,17923,136160,38998,292297,1414110,182928,102358,222144,2174617,1530751,382742,334159,29762,188706,137193,38924,10204,3973,20596,30697,38308,165871,48470,465067,643866,206480,7050,5658,424678,137439,111879,11910,0,13650,33,2265022,114389,2141085,9548,0,12595442,0,12595442,10293128,772079,638948,133131,162164,323763,1044308,3198223,12595442,11349941,703035,10646906,3271102,129812,807547,62203,2295612,67290,167943,41173,3518608,70959,2272137,1175512,241187,1089,245100,62145,151,858689,307734,44401,7597,5704,262800,149501,195688,3946,48975,128715,4556,108694,33288,296178,182472,48886,113075,3427,245457,94611,78900,136224,314688,7102,691004,201193,69044,153865,12763,0,34565,0,1044308,219819,824489,0,0,8475284,12950,8462334,2402591,988939,1131166,21554105,13621724,721766,12890133,9825,0,7932381,3852355,319130,3760896
Maine,2015,38,43672,58331.3,12512983,11598675,2882066,2882066,0,0,8716609,6730305,2676881,2005707,1280315,725392,243891,18312,136913,40123,286153,1533130,168966,106929,238692,1986304,1396312,365832,318268,27341,131039,136510,36519,10443,3831,21651,30569,35197,160004,51704,413013,589992,175700,8838,5477,399977,138896,113924,12319,0,12653,33,775379,162586,601832,10961,0,12099770,0,12099770,9848889,742757,589438,153319,162485,309421,1036218,3215277,12099770,10859685,678873,10180812,3330486,132188,788044,75902,2369191,56031,173251,44005,3055434,65210,2113073,877151,190915,1063,241823,65680,124,890980,327425,45891,7982,7734,265292,153659,207963,6905,47251,132034,4387,91620,14449,286341,164419,39570,117276,7415,243498,96789,81758,139315,299135,7338,644943,203867,63884,154780,13225,0,35862,0,1036218,128476,907742,0,0,7921464,6266,7915198,2212278,880433,1472339,21284676,13443845,664208,12768657,10980,0,7840831,3605273,305674,3929884
Maine,2016,41,44740,59959.2,12567515,11923039,2972240,2972240,0,0,8950799,6929697,2804075,2084550,1359207,725343,245053,18741,141464,28256,291829,1551637,137492,108910,243033,2021102,1422868,362916,319231,27987,133054,141774,38121,9833,4570,20999,34480,38160,172899,53577,412485,598234,167730,7041,8095,415368,142360,117093,12215,0,13052,33,502083,149665,341457,10961,0,12565962,0,12565962,10243046,870670,724012,146658,169418,285425,997403,3269192,12565962,11364348,805306,10559042,3417674,158452,813161,62825,2424659,95316,179854,41681,3175627,56654,2321473,797500,204384,1096,244334,55880,243,1006819,399350,59729,4693,5459,289950,160582,257526,7118,47777,143998,4974,95162,14298,284021,193650,51728,116700,3389,258015,106923,79606,151806,275973,7066,679070,204211,65364,153411,13208,290,37302,0,997403,106232,891171,0,0,7913256,14569,7898687,2140699,1276188,1462055,21110903,13161087,741466,12408641,10980,0,7949816,3588228,371691,3989897
Maine,2018,20,48220,65121.7,14927064,12756929,3101186,3101186,0,0,9655743,7456557,3048603,2257088,1529113,727975,250468,19647,132950,28320,296590,1605096,185737,112774,247259,2199187,1549463,388520,344888,27396,136332,149775,43520,13052,5012,23394,40010,39152,192340,60492,457863,649724,166367,8360,8057,466940,151493,122480,13444,0,15568,187149,1831493,124085,1696447,10961,0,13387391,0,13387391,10932607,945838,791800,154038,175592,279436,1053917,3434787,13387391,12004356,894829,11109527,3697651,242568,802726,53920,2688840,188383,206085,43876,3354708,49030,2398938,906739,220172,1026,273621,62277,366,979520,338358,52998,4798,5841,311354,179490,236840,1811,49719,147449,8853,103711,12877,248897,201992,48448,128188,8056,361642,114701,85514,162369,269806,8484,698373,205341,51009,128500,14436,50,62355,123777,1053917,84394,969523,0,0,8292266,10589,8281677,2106965,997941,901985,24127930,15460427,892624,14556823,10980,0,8667503,3716616,446826,4504062
Maine,2019,19,49986,67855.5,15751590,13903942,3216828,3216828,0,0,10687114,8399425,3726532,2335086,1613212,721874,256634,19974,125978,27740,291548,1709069,252867,117210,258662,2287689,1603014,391640,346079,28663,146989,158905,50064,15715,4860,23659,40182,40597,199809,55335,475258,684675,171615,7752,11977,493331,158930,129893,13542,0,15496,201784,1486934,129695,1345789,11450,0,13786101,0,13786101,11297182,943974,794903,149071,189195,244727,1111024,3530648,13786101,12340806,906563,11434243,3802800,258264,807885,44878,2769885,213077,225030,48766,3530545,51375,2473329,1005841,244858,1007,297923,57253,617,917828,312949,60989,5724,8751,327756,179777,241156,2726,53472,157322,11269,95697,7306,261850,212482,58327,126097,11835,372290,119152,110044,164508,234386,8254,700509,201096,37410,118686,15390,50,66970,133175,1111024,86252,1024772,0,0,8416265,16654,8399611,2017293,1197725,751874,25590942,16090609,976314,15102378,11917,0,9500333,3851618,559818,5088897
Maryland,2013,51,52249,311524,64551839,53755368,11326039,11326039,0,0,42429329,32284011,8823506,8122734,4114296,4008438,740556,30867,415922,593339,2227754,12233859,952092,450618,1701202,10145318,6618543,2463765,2324510,104793,175826,518893,219933,128523,49857,27482,200693,177764,1030996,404908,1219903,3526775,643486,51443,28231,2803615,935847,691028,76660,0,168159,274292,9586332,2084603,7104895,303767,93067,60495611,0,60495611,46689457,4488017,3696285,791732,1761475,1963544,5593118,17772628,60495611,52449653,3943380,48506273,18437727,1600908,5599781,641919,12108041,955618,729905,204276,10288454,1476721,7577501,1234232,484356,3665,1721556,56813,5716,2845313,1368964,258726,42308,126465,2319682,980162,1799009,34289,274074,448169,39908,870726,90339,1322799,1079124,220162,690656,60244,1052187,809313,323002,774685,1901131,16309,3316915,2218175,544637,957628,82435,0,1178112,234665,5593118,1206250,4164833,176899,45136,49040569,890189,48150380,13141365,8074949,6597561,88896016,58015639,1973528,53966672,1845127,230312,30880377,15238650,1596011,14045716
Maryland,2014,16,53659,322438.2,67185039,55657134,11963999,11963999,0,0,43693135,33362268,8868431,8854227,4195996,4658231,812739,30808,402403,604300,2807981,12524137,982784,474475,1658214,10330867,7033944,2481763,2349691,98178,242175,681091,228907,130134,51507,22800,180869,182271,1186928,414969,1230530,3296923,657649,47671,19150,2572453,987522,744135,75503,0,167884,285803,10254580,448911,9391937,322124,91608,63218485,0,63218485,49171636,4829816,4024574,805242,1750593,2079196,5387244,18386186,63218485,55263624,4312513,50951111,19437878,2003774,6109886,869975,12549993,1131214,777999,186335,11110033,1454962,8476333,1178738,541374,8719,1679921,61178,2155,3096398,1453824,306144,43158,119629,2421842,1034373,1827200,38283,302805,499346,60634,1019619,48247,1481771,1192111,172496,652124,3620,1062804,842766,389279,814196,2028523,34804,3075858,2316687,517303,1048088,80944,0,1187655,250930,5387244,917321,4222774,192926,54223,49884087,865102,49018985,12787417,5667335,4880056,94197082,64672065,987614,61679169,1789891,215391,29525017,14744294,1355329,13425394
Maryland,2015,41,55825,337702.8,64612341,59018864,13231243,13231243,0,0,45787621,35100965,9342590,9308472,4409919,4898553,923483,30956,391451,648459,2904204,13215473,1003588,485119,1745723,10686656,7094967,2530707,2407456,93633,199700,732052,224104,130383,55911,19829,199831,209279,1205223,422990,1164958,3591689,635419,36179,14425,2905666,1069327,824885,72294,0,172148,290455,4233695,698732,3090241,353595,91127,66456169,0,66456169,51720535,5282942,4444790,838152,1722166,2106089,5624437,18926186,66456169,58012371,4590581,53421790,19580539,1704541,5948356,652110,12742631,1050660,889552,196692,12342448,1416915,9723675,1201858,569320,10906,1692618,58483,2033,3434257,1710976,326111,50160,133517,2574835,1102167,1875742,37711,296940,544256,51302,1131111,96642,1428672,1304639,238166,936640,314722,1028211,880555,362769,588794,2052955,16559,3501348,2559573,692361,1218275,73226,182,1267890,259788,5624437,628053,4761736,184637,50011,51070229,881911,50188318,12391931,9431566,7555685,100312603,70386435,2005262,66234979,1928235,217959,29926168,14145591,1621856,14158721
Maryland,2016,39,57632,350384.4,65194610,60885175,13139753,13139753,0,0,47745422,36626675,9319099,9886928,4504242,5382686,1017769,31627,395266,590491,3347533,13710859,1129008,492753,2088028,11118747,7280568,2612746,2486571,93579,181233,720084,233738,132438,56967,21702,211952,194564,1285508,489816,1139820,3838179,611571,31093,19874,3175641,1058050,788873,80845,0,188332,294594,2956791,665379,1844520,353595,93297,67445701,0,67445701,52149803,5673227,4922798,750429,1684225,2059676,5878770,19094511,67445701,58596919,4924544,53672375,20040652,1885567,6349697,826205,12842425,1055684,848530,185732,12190746,1370586,9657344,1162816,585049,14089,1742042,53791,2977,3389979,1704427,351916,52741,145138,2655341,1150979,1904825,44714,293275,506380,45973,1201579,92699,1441189,1365623,307538,1002719,372905,1088234,929100,345778,652512,2004580,38216,3275826,2705248,748683,1394537,70957,164,1239590,264764,5878770,545496,5088766,184637,59871,52294032,868880,51425152,11856035,7636289,5465482,102389522,72172365,2222774,67824031,1928235,197325,30217157,14308151,1456182,14452824
Maryland,2018,48,60630,372196.9,74790414,64935070,14062762,14062762,0,0,50872308,39380517,10223825,10571495,4716179,5855316,1084195,31682,372724,605682,3761033,14908193,1033175,501646,2142182,11491791,7549945,2723010,2621145,90184,180498,761185,262739,135855,58600,25151,178535,186834,1371392,444337,1221809,3941847,704032,114268,21084,3102463,1188917,910373,88943,6366,183235,296899,8369528,554516,7691184,27609,96219,72254094,0,72254094,55724434,6635227,5636537,998690,1558242,2212056,6124136,20392681,72254094,62261044,5668485,56592559,21320702,2218646,6393116,621646,14074502,1594498,853084,180329,13182500,1198113,10805837,1178550,605003,6702,1790967,47424,2464,3710393,1967927,321525,53577,136359,2751174,1231635,1890761,38905,282706,582911,63318,1183821,186307,1566400,1625223,509894,685176,4985,1022495,986386,366520,701428,2151012,31844,3850307,3605064,966742,1514589,73709,6657,2010109,263851,6124136,495386,5477892,88257,62601,54672171,829980,53842191,12338974,9486775,8026016,112451078,79834394,2470790,77073522,94165,195917,32616684,15090301,2695507,14830876
Maryland,2019,19,61879,381396.7,75599076,67696978,14619768,14619768,0,0,53077210,41035985,10210363,10886875,4888693,5998182,1140220,32165,356684,618702,3850410,15911946,1301050,517039,2208713,12041224,7758026,2772340,2655043,99524,173228,762100,268164,127469,61247,23509,179711,218220,1436369,460508,1275161,4283198,916972,125134,37025,3204067,1189486,924657,87626,6958,170245,303158,6409454,521798,5764754,27720,95182,75513685,0,75513685,58192755,6716696,5678152,1038545,1521703,2886995,6195536,20811503,75513685,65382971,5780052,59602919,22035786,2174789,6674263,566766,14463419,1595132,898104,181633,13943484,1156546,11559440,1227498,613838,11665,1839588,42238,2494,3733419,1970308,288513,50545,142265,2957673,1283272,1959718,31870,290163,617333,71743,1243070,225192,1636680,1659944,522776,714918,2211,1093713,1020854,372466,697690,2834393,34150,4093131,3668327,936609,1560871,73857,6190,2027408,266851,6195536,433842,5600943,93061,67690,56468794,745226,55723568,12581414,6479605,4453249,114434594,79227757,2635092,76302635,107017,183013,35206837,15546550,2373081,17287206
